	Source	Target	SourceType	Weight	ABS_Weight	Sign_Weight	ABSRootWeight	SignedRootWeight
0	Enterococcus_faecalis_KB1	N-Acetyl-D-glucosamine-e0	Microbe	-0.9999999999999992	0.9999999999999992	-1.0	0.9999999999999996	-0.9999999999999996
1	Enterococcus_faecalis_KB1	Cl--e0	Microbe	-0.7060625359902784	0.7060625359902784	-1.0	0.8402752739372249	-0.8402752739372249
2	Enterococcus_faecalis_KB1	Glycerol-e0	Microbe	2.523313435659805	2.523313435659805	1.0	1.5884940779429444	1.5884940779429444
3	Bacteroides_caecimuris_I48	L-Serine	Microbe	-0.9999999999999996	0.9999999999999996	-1.0	0.9999999999999998	-0.9999999999999998
4	Bacteroides_caecimuris_I48	H2O-e0	Microbe	-198.1811904806122	198.1811904806122	-1.0	14.077684130588105	-14.077684130588105
5	Enterococcus_faecalis_KB1	Fumarate-e0	Microbe	9.503941318554359	9.503941318554359	1.0	3.082846301480883	3.082846301480883
6	Bacteroides_caecimuris_I48	L-Tyrosine	Microbe	-34.16710990694465	34.16710990694465	-1.0	5.845263886852727	-5.845263886852727
7	Enterococcus_faecalis_KB1	D-Glucose-e0	Microbe	-31.321767710216168	31.321767710216168	-1.0	5.596585361648312	-5.596585361648312
8	Enterococcus_faecalis_KB1	L-Isoleucine-e0	Microbe	-38.570608113419766	38.570608113419766	-1.0	6.210523980584872	-6.210523980584872
9	Enterococcus_faecalis_KB1	Mg-e0	Microbe	-0.7060625359905669	0.7060625359905669	-1.0	0.8402752739373966	-0.8402752739373966
10	Enterococcus_faecalis_KB1	Ca2+-e0	Microbe	-0.7060625359905446	0.7060625359905446	-1.0	0.8402752739373833	-0.8402752739373833
11	Bacteroides_caecimuris_I48	Putrescine-e0	Microbe	-0.9999999994243604	0.9999999994243604	-1.0	0.9999999997121801	-0.9999999997121801
12	Enterococcus_faecalis_KB1	H2-e0	Microbe	2325.839436649048	2325.839436649048	1.0	48.2269575719747	48.2269575719747
13	Enterococcus_faecalis_KB1	O2-e0	Microbe	-0.17651563399598866	0.17651563399598866	-1.0	0.420137636966731	-0.420137636966731
14	Enterococcus_faecalis_KB1	PAN	Microbe	-1.0000000000264118	1.0000000000264118	-1.0	1.0000000000132059	-1.0000000000132059
15	Enterococcus_faecalis_KB1	CO2-e0	Microbe	2362.265964012333	2362.265964012333	1.0	48.603147675971904	48.603147675971904
16	Enterococcus_faecalis_KB1	Fe2+-e0	Microbe	-2.4121250720056238	2.4121250720056238	-1.0	1.5531017584194617	-1.5531017584194617
17	Enterococcus_faecalis_KB1	L-Methionine-e0	Microbe	-13.748894121704252	13.748894121704252	-1.0	3.7079501239504626	-3.7079501239504626
18	Enterococcus_faecalis_KB1	K+-e0	Microbe	-0.7060625359709375	0.7060625359709375	-1.0	0.8402752739257162	-0.8402752739257162
19	Bacteroides_caecimuris_I48	Inosine-e0	Microbe	-115.16957120647714	115.16957120647714	-1.0	10.731708680656457	-10.731708680656457
20	Bacteroides_caecimuris_I48	Phosphate-e0	Microbe	-254.91550987204724	254.91550987204724	-1.0	15.966073714975991	-15.966073714975991
21	Bacteroides_caecimuris_I48	L-Alanine	Microbe	-133.04285954233154	133.04285954233154	-1.0	11.534420641815155	-11.534420641815155
22	Bacteroides_caecimuris_I48	5'-Deoxyadenosine-e0	Microbe	2.9999999995827813	2.9999999995827813	1.0	1.7320508074484366	1.7320508074484366
23	Enterococcus_faecalis_KB1	5-Methylthio-D-ribose-e0	Microbe	-0.49999999999192324	0.49999999999192324	-1.0	0.7071067811808364	-0.7071067811808364
24	Bacteroides_caecimuris_I48	L-Glutamate-e0	Microbe	-1.0000000000000009	1.0000000000000009	-1.0	1.0000000000000004	-1.0000000000000004
25	Bacteroides_caecimuris_I48	Glutamine	Microbe	-2237.2733763711094	2237.2733763711094	-1.0	47.29982427420962	-47.29982427420962
26	Bacteroides_caecimuris_I48	L-Asparagine-e0	Microbe	-1.0000000000000004	1.0000000000000004	-1.0	1.0000000000000002	-1.0000000000000002
27	Enterococcus_faecalis_KB1	Formate-e0-e0	Microbe	0.5000000000714651	0.5000000000714651	1.0	0.7071067812370809	0.7071067812370809
28	Bacteroides_caecimuris_I48	NH3-e0	Microbe	3364.3684261920057	3364.3684261920057	1.0	58.00317600090538	58.00317600090538
29	Bacteroides_caecimuris_I48	L-Glycine	Microbe	-1.0000000000000002	1.0000000000000002	-1.0	1.0	-1.0
30	Enterococcus_faecalis_KB1	L-Arginine-e0	Microbe	-20.723747384236653	20.723747384236653	-1.0	4.552334278613188	-4.552334278613188
31	Bacteroides_caecimuris_I48	fe3-e0	Microbe	-1.8482225196237303	1.8482225196237303	-1.0	1.3594934790662772	-1.3594934790662772
