	Source	Target	SourceType	Weight	ABS_Weight	Sign_Weight	ABSRootWeight	SignedRootWeight
0	Enterococcus_faecalis_KB1	N-Acetyl-D-glucosamine-e0	Microbe	-1.0000000000000002	1.0000000000000002	-1.0	1.0	-1.0
1	Enterococcus_faecalis_KB1	Cl--e0	Microbe	-0.7060625360121109	0.7060625360121109	-1.0	0.8402752739502162	-0.8402752739502162
2	Enterococcus_faecalis_KB1	Glycerol-e0	Microbe	2.523313435702044	2.523313435702044	1.0	1.5884940779562398	1.5884940779562398
3	Bacteroides_caecimuris_I48	L-Serine	Microbe	-0.9999999999999996	0.9999999999999996	-1.0	0.9999999999999998	-0.9999999999999998
4	Enterococcus_faecalis_KB1	Fumarate-e0	Microbe	9.503941318810782	9.503941318810782	1.0	3.0828463015224714	3.0828463015224714
5	Bacteroides_caecimuris_I48	L-Tyrosine	Microbe	-34.16710990892186	34.16710990892186	-1.0	5.845263887021856	-5.845263887021856
6	Enterococcus_faecalis_KB1	D-Glucose-e0	Microbe	-31.321767711331606	31.321767711331606	-1.0	5.596585361747966	-5.596585361747966
7	Enterococcus_faecalis_KB1	L-Isoleucine-e0	Microbe	-38.57060811461231	38.57060811461231	-1.0	6.2105239806808825	-6.2105239806808825
8	Enterococcus_faecalis_KB1	Mg-e0	Microbe	-0.7060625360123312	0.7060625360123312	-1.0	0.8402752739503473	-0.8402752739503473
9	Enterococcus_faecalis_KB1	Ca2+-e0	Microbe	-0.7060625360122799	0.7060625360122799	-1.0	0.8402752739503168	-0.8402752739503168
10	Enterococcus_faecalis_KB1	H2-e0	Microbe	2325.8394367212036	2325.8394367212036	1.0	48.22695757272278	48.22695757272278
11	Enterococcus_faecalis_KB1	O2-e0	Microbe	-0.17651563400088283	0.17651563400088283	-1.0	0.4201376369725555	-0.4201376369725555
12	Enterococcus_faecalis_KB1	PAN	Microbe	-1.000000000057351	1.000000000057351	-1.0	1.0000000000286755	-1.0000000000286755
13	Enterococcus_faecalis_KB1	CO2-e0	Microbe	2362.2659640858515	2362.2659640858515	1.0	48.60314767672822	48.60314767672822
14	Enterococcus_faecalis_KB1	Fe2+-e0	Microbe	-2.4121250720797804	2.4121250720797804	-1.0	1.5531017584433353	-1.5531017584433353
15	Enterococcus_faecalis_KB1	L-Methionine-e0	Microbe	-13.748894122160918	13.748894122160918	-1.0	3.707950124012042	-3.707950124012042
16	Enterococcus_faecalis_KB1	K+-e0	Microbe	-0.7060625360003897	0.7060625360003897	-1.0	0.8402752739432416	-0.8402752739432416
17	Bacteroides_caecimuris_I48	Inosine-e0	Microbe	-115.16957121347848	115.16957121347848	-1.0	10.731708680982655	-10.731708680982655
18	Bacteroides_caecimuris_I48	Phosphate-e0	Microbe	-254.91550988700686	254.91550988700686	-1.0	15.966073715444473	-15.966073715444473
19	Bacteroides_caecimuris_I48	5'-Deoxyadenosine-e0	Microbe	2.9999999997006426	2.9999999997006426	1.0	1.7320508074824603	1.7320508074824603
20	Enterococcus_faecalis_KB1	5-Methylthio-D-ribose-e0	Microbe	-0.49999999997656275	0.49999999997656275	-1.0	0.7071067811699748	-0.7071067811699748
21	Bacteroides_caecimuris_I48	L-Glutamate-e0	Microbe	-131.08837106382987	131.08837106382987	-1.0	11.449382999263754	-11.449382999263754
22	Bacteroides_caecimuris_I48	L-Asparagine-e0	Microbe	-0.9999999999999999	0.9999999999999999	-1.0	0.9999999999999999	-0.9999999999999999
23	Enterococcus_faecalis_KB1	Formate-e0-e0	Microbe	0.5000000001677223	0.5000000001677223	1.0	0.707106781305145	0.707106781305145
